application_id,as_of_date,gross_annual,bureau_score,existing_credit_monthly,file_age_months,delinquencies_24m,delinquency_recency_months,amount,term_months,income_verified,employment,title,age_band,employer_name,postcode_district,tenure_months,dependants,purpose
APP000318,2026-03-31,51742.0,790.0,314.0,76.0,0.0,0.0,27365.0,36.0,Yes,permanent,Mrs,45-54,Calder Logistics,B15,91.0,1.0,vehicle
APP000319,2026-03-31,54523.0,772.0,120.0,178.0,0.0,0.0,25285.0,36.0,Yes,permanent,Mrs,45-54,Kestrel Systems,G12,126.0,1.0,debt_consolidation
APP000320,2026-03-31,34083.0,589.0,563.0,69.0,1.0,19.0,18334.0,48.0,Yes,permanent,Ms,55-64,Solent Marine,B15,143.0,0.0,debt_consolidation
APP000321,2026-03-31,23522.0,575.0,585.0,46.0,2.0,21.0,23556.0,60.0,Yes,permanent,Mx,25-34,Kestrel Systems,M14,161.0,0.0,home_improvement
APP000322,2026-03-31,47497.0,835.0,176.0,180.0,0.0,0.0,25606.0,24.0,No,contract,Ms,25-34,Meridian Health,L17,150.0,1.0,vehicle
APP000323,2026-03-31,26401.0,695.0,461.0,111.0,2.0,1.0,23682.0,48.0,Yes,permanent,Mr,65+,Ashby Group,LS6,22.0,2.0,home_improvement
APP000324,2026-03-31,24965.0,666.0,526.0,47.0,0.0,0.0,22947.0,36.0,Yes,permanent,Mr,18-24,Solent Marine,NE2,155.0,1.0,home_improvement
APP000325,2026-03-31,17416.0,567.0,626.0,6.0,1.0,9.0,9216.0,60.0,No,permanent,Mrs,25-34,Fenwick & Co,L17,171.0,1.0,debt_consolidation
APP000326,2026-03-31,52336.0,844.0,28.0,108.0,0.0,0.0,19269.0,60.0,Yes,self_employed,Ms,35-44,Calder Logistics,L17,88.0,3.0,vehicle
APP000327,2026-03-31,50054.0,844.0,203.0,190.0,0.0,0.0,12043.0,60.0,No,permanent,Mr,18-24,Ashby Group,CF24,163.0,0.0,home_improvement
APP000328,2026-03-31,9000.0,557.0,738.0,49.0,1.0,18.0,7196.0,60.0,Yes,permanent,Ms,25-34,Calder Logistics,L17,43.0,1.0,debt_consolidation
APP000329,2026-03-31,50467.0,852.0,144.0,153.0,0.0,0.0,7487.0,60.0,Yes,permanent,Dr,55-64,Ashby Group,B15,10.0,2.0,home_improvement
APP000330,2026-03-31,36917.0,799.0,72.0,137.0,0.0,0.0,19254.0,36.0,No,contract,Ms,35-44,Ashby Group,NE2,82.0,1.0,debt_consolidation
APP000331,2026-03-31,31528.0,685.0,456.0,79.0,1.0,22.0,23941.0,24.0,Yes,self_employed,Mr,35-44,Kestrel Systems,CF24,24.0,3.0,debt_consolidation
APP000332,2026-03-31,33063.0,699.0,607.0,111.0,1.0,21.0,5782.0,24.0,Yes,permanent,Mrs,18-24,Harrow Estates,CF24,26.0,0.0,vehicle
APP000333,2026-03-31,24135.0,669.0,338.0,68.0,0.0,0.0,29130.0,60.0,Yes,permanent,Ms,35-44,Harrow Estates,G12,82.0,1.0,vehicle
APP000334,2026-03-31,50509.0,825.0,227.0,129.0,0.0,0.0,27056.0,60.0,Yes,permanent,Mr,25-34,Meridian Health,L17,175.0,0.0,home_improvement
APP000335,2026-03-31,23854.0,567.0,573.0,113.0,2.0,13.0,13180.0,48.0,Yes,permanent,Mr,35-44,Meridian Health,B15,95.0,2.0,home_improvement
APP000336,2026-03-31,42262.0,819.0,0.0,157.0,0.0,0.0,12559.0,48.0,Yes,contract,Dr,35-44,Ashby Group,L17,178.0,0.0,debt_consolidation
APP000337,2026-03-31,10110.0,637.0,537.0,30.0,0.0,0.0,15482.0,24.0,Yes,contract,Mr,35-44,Ashby Group,NE2,93.0,2.0,debt_consolidation
APP000338,2026-03-31,44751.0,804.0,81.0,111.0,0.0,0.0,23388.0,36.0,Yes,contract,Mrs,25-34,Kestrel Systems,M14,85.0,3.0,debt_consolidation
APP000339,2026-03-31,24116.0,645.0,454.0,88.0,0.0,0.0,13153.0,36.0,Yes,permanent,Mr,45-54,Meridian Health,L17,7.0,3.0,debt_consolidation
APP000340,2026-03-31,45425.0,788.0,144.0,172.0,0.0,0.0,7726.0,60.0,Yes,permanent,Ms,35-44,Meridian Health,M14,18.0,0.0,vehicle
APP000341,2026-03-31,48818.0,765.0,151.0,133.0,0.0,0.0,18598.0,36.0,Yes,self_employed,Mr,55-64,Solent Marine,CF24,158.0,2.0,vehicle
APP000342,2026-03-31,30815.0,706.0,229.0,103.0,0.0,0.0,2000.0,60.0,No,permanent,Mr,25-34,Kestrel Systems,G12,125.0,2.0,vehicle
APP000343,2026-03-31,33430.0,685.0,403.0,80.0,0.0,0.0,17072.0,60.0,Yes,permanent,Mr,25-34,Solent Marine,L17,103.0,1.0,debt_consolidation
APP000344,2026-03-31,28673.0,638.0,182.0,101.0,0.0,0.0,24706.0,60.0,No,permanent,Ms,35-44,Ashby Group,M14,161.0,2.0,debt_consolidation
APP000345,2026-03-31,54034.0,820.0,173.0,117.0,0.0,0.0,18303.0,48.0,Yes,self_employed,Mrs,55-64,Meridian Health,LS6,118.0,0.0,vehicle
APP000346,2026-03-31,14826.0,533.0,500.0,67.0,1.0,21.0,21861.0,24.0,Yes,permanent,Ms,35-44,Kestrel Systems,M14,53.0,3.0,debt_consolidation
APP000347,2026-03-31,21593.0,659.0,488.0,59.0,1.0,3.0,19710.0,60.0,Yes,contract,Mr,45-54,Kestrel Systems,M14,156.0,3.0,debt_consolidation
APP000348,2026-03-31,25868.0,545.0,629.0,122.0,0.0,0.0,21465.0,60.0,Yes,permanent,Mrs,45-54,Harrow Estates,B15,132.0,2.0,home_improvement
APP000349,2026-03-31,49942.0,767.0,536.0,87.0,0.0,0.0,17093.0,60.0,Yes,self_employed,Mx,25-34,Fenwick & Co,G12,17.0,0.0,debt_consolidation
APP000350,2026-03-31,39324.0,728.0,359.0,106.0,1.0,7.0,9782.0,48.0,Yes,permanent,Ms,25-34,Meridian Health,B15,150.0,0.0,debt_consolidation
APP000351,2026-03-31,38846.0,772.0,298.0,136.0,1.0,16.0,14317.0,48.0,No,permanent,Mr,25-34,Ashby Group,M14,68.0,2.0,debt_consolidation
APP000352,2026-03-31,45381.0,753.0,346.0,143.0,1.0,3.0,15451.0,36.0,Yes,permanent,Mr,35-44,Fenwick & Co,B15,153.0,3.0,vehicle
APP000353,2026-03-31,55967.0,766.0,323.0,108.0,0.0,0.0,25441.0,36.0,Yes,permanent,Mr,45-54,Meridian Health,B15,149.0,3.0,debt_consolidation
APP000354,2026-03-31,27327.0,775.0,613.0,50.0,1.0,17.0,28196.0,48.0,No,permanent,Ms,25-34,Harrow Estates,L17,164.0,1.0,home_improvement
APP000355,2026-03-31,57658.0,757.0,332.0,153.0,0.0,0.0,19155.0,48.0,Yes,self_employed,Mr,65+,Harrow Estates,LS6,23.0,0.0,vehicle
APP000356,2026-03-31,51703.0,762.0,163.0,160.0,0.0,0.0,10354.0,24.0,Yes,contract,Dr,18-24,Ashby Group,G12,133.0,1.0,vehicle
APP000357,2026-03-31,33838.0,610.0,556.0,45.0,1.0,8.0,10527.0,60.0,Yes,permanent,Mrs,45-54,Calder Logistics,B15,58.0,0.0,other
APP000358,2026-03-31,24516.0,695.0,285.0,140.0,0.0,0.0,14594.0,24.0,Yes,permanent,Mr,25-34,Northgate Retail,BS7,155.0,3.0,home_improvement
APP000359,2026-03-31,49983.0,842.0,222.0,180.0,0.0,0.0,26416.0,36.0,Yes,permanent,Ms,65+,Kestrel Systems,G12,23.0,0.0,debt_consolidation
APP000360,2026-03-31,34994.0,753.0,408.0,88.0,0.0,0.0,18509.0,24.0,Yes,permanent,Mr,25-34,Calder Logistics,L17,158.0,0.0,debt_consolidation
APP000361,2026-03-31,35615.0,708.0,150.0,111.0,0.0,0.0,15585.0,48.0,Yes,self_employed,Dr,55-64,Kestrel Systems,G12,175.0,0.0,debt_consolidation
APP000362,2026-03-31,23613.0,609.0,85.0,70.0,0.0,0.0,10262.0,60.0,Yes,permanent,Ms,35-44,Meridian Health,LS6,94.0,2.0,home_improvement
APP000363,2026-03-31,36192.0,787.0,166.0,127.0,0.0,0.0,22618.0,60.0,Yes,permanent,Mrs,25-34,Kestrel Systems,B15,100.0,2.0,debt_consolidation
APP000364,2026-03-31,19616.0,728.0,96.0,106.0,1.0,11.0,18170.0,60.0,Yes,permanent,Mr,18-24,Northgate Retail,BS7,111.0,2.0,vehicle
APP000365,2026-03-31,29809.0,716.0,390.0,80.0,0.0,0.0,15619.0,24.0,Yes,self_employed,Ms,25-34,Fenwick & Co,LS6,162.0,0.0,debt_consolidation
APP000366,2026-03-31,45595.0,730.0,381.0,91.0,2.0,16.0,16776.0,36.0,Yes,permanent,Mrs,35-44,Ashby Group,L17,19.0,2.0,other
APP000367,2026-03-31,45786.0,702.0,25.0,100.0,0.0,0.0,28649.0,60.0,Yes,permanent,Ms,55-64,Fenwick & Co,B15,154.0,0.0,home_improvement
APP000368,2026-03-31,14459.0,615.0,616.0,6.0,1.0,19.0,14797.0,36.0,Yes,permanent,Mr,65+,Kestrel Systems,L17,65.0,0.0,home_improvement
APP000369,2026-03-31,16061.0,564.0,641.0,18.0,1.0,21.0,28663.0,60.0,Yes,permanent,Ms,18-24,Fenwick & Co,CF24,75.0,2.0,home_improvement
APP000370,2026-03-31,49248.0,732.0,193.0,173.0,0.0,0.0,25317.0,60.0,Yes,self_employed,Mrs,35-44,Meridian Health,BS7,158.0,3.0,debt_consolidation
APP000371,2026-03-31,58830.0,833.0,413.0,163.0,0.0,0.0,16393.0,36.0,Yes,contract,Ms,18-24,Harrow Estates,B15,25.0,1.0,debt_consolidation
APP000372,2026-03-31,46414.0,764.0,442.0,198.0,0.0,0.0,22629.0,48.0,Yes,permanent,Dr,25-34,Kestrel Systems,CF24,28.0,0.0,debt_consolidation
APP000373,2026-03-31,12306.0,657.0,521.0,30.0,0.0,0.0,15072.0,48.0,Yes,self_employed,Ms,35-44,Northgate Retail,G12,124.0,2.0,vehicle
APP000374,2026-03-31,23016.0,564.0,835.0,54.0,2.0,19.0,9787.0,36.0,Yes,permanent,Mx,35-44,Harrow Estates,M14,132.0,0.0,other
APP000375,2026-03-31,43880.0,711.0,322.0,150.0,0.0,0.0,13991.0,60.0,No,permanent,Mr,55-64,Solent Marine,CF24,43.0,0.0,debt_consolidation
APP000376,2026-03-31,14458.0,595.0,749.0,58.0,1.0,8.0,9196.0,60.0,Yes,self_employed,Ms,55-64,Northgate Retail,BS7,126.0,2.0,debt_consolidation
APP000377,2026-03-31,44399.0,868.0,311.0,132.0,0.0,0.0,19836.0,24.0,No,permanent,Ms,25-34,Calder Logistics,G12,66.0,2.0,vehicle
APP000378,2026-03-31,18462.0,701.0,279.0,72.0,1.0,18.0,16110.0,48.0,Yes,permanent,Mr,45-54,Solent Marine,LS6,8.0,3.0,debt_consolidation
APP000379,2026-03-31,33247.0,687.0,177.0,114.0,0.0,0.0,20259.0,36.0,Yes,permanent,Dr,45-54,Fenwick & Co,CF24,49.0,2.0,debt_consolidation
APP000380,2026-03-31,9000.0,638.0,404.0,18.0,0.0,0.0,22200.0,48.0,No,contract,Mr,45-54,Meridian Health,CF24,32.0,0.0,home_improvement
APP000381,2026-03-31,57099.0,850.0,74.0,164.0,0.0,0.0,2000.0,60.0,Yes,permanent,Ms,35-44,Ashby Group,CF24,83.0,2.0,debt_consolidation
APP000382,2026-03-31,33716.0,717.0,246.0,141.0,0.0,0.0,18336.0,48.0,Yes,permanent,Mr,35-44,Kestrel Systems,B15,83.0,1.0,debt_consolidation
APP000383,2026-03-31,32273.0,649.0,177.0,64.0,0.0,0.0,2487.0,24.0,Yes,permanent,Dr,35-44,Kestrel Systems,M14,71.0,1.0,debt_consolidation
APP000384,2026-03-31,64705.0,835.0,34.0,209.0,0.0,0.0,17250.0,24.0,Yes,permanent,Mrs,35-44,Fenwick & Co,CF24,164.0,2.0,debt_consolidation
APP000385,2026-03-31,45976.0,744.0,341.0,101.0,0.0,0.0,9420.0,60.0,Yes,permanent,Mr,35-44,Northgate Retail,B15,71.0,1.0,home_improvement
APP000386,2026-03-31,30172.0,692.0,250.0,104.0,0.0,0.0,16782.0,48.0,Yes,permanent,Mr,55-64,Harrow Estates,L17,37.0,1.0,other
APP000387,2026-03-31,27911.0,606.0,574.0,41.0,0.0,0.0,26241.0,48.0,Yes,permanent,Mr,25-34,Harrow Estates,BS7,171.0,1.0,vehicle
APP000388,2026-03-31,29873.0,590.0,256.0,27.0,0.0,0.0,3192.0,60.0,Yes,permanent,Mr,35-44,Ashby Group,L17,116.0,0.0,debt_consolidation
APP000389,2026-03-31,16925.0,634.0,410.0,61.0,1.0,3.0,17430.0,24.0,Yes,permanent,Dr,35-44,Meridian Health,CF24,171.0,0.0,debt_consolidation
APP000390,2026-03-31,15518.0,627.0,442.0,49.0,2.0,6.0,15412.0,60.0,Yes,contract,Mx,55-64,Fenwick & Co,M14,83.0,0.0,home_improvement
APP000391,2026-03-31,28254.0,729.0,385.0,128.0,0.0,0.0,2000.0,60.0,Yes,permanent,Mrs,25-34,Northgate Retail,BS7,110.0,0.0,home_improvement
APP000392,2026-03-31,11110.0,652.0,438.0,66.0,1.0,21.0,20860.0,60.0,Yes,self_employed,Ms,35-44,Fenwick & Co,NE2,61.0,2.0,home_improvement
APP000393,2026-03-31,39001.0,615.0,511.0,94.0,0.0,0.0,16257.0,60.0,Yes,permanent,Ms,45-54,Solent Marine,CF24,173.0,0.0,debt_consolidation
APP000394,2026-03-31,12644.0,698.0,372.0,71.0,0.0,0.0,12184.0,36.0,Yes,permanent,Ms,35-44,Northgate Retail,B15,52.0,2.0,debt_consolidation
APP000395,2026-03-31,30474.0,776.0,262.0,68.0,0.0,0.0,10587.0,48.0,Yes,permanent,Mrs,55-64,Northgate Retail,L17,168.0,0.0,debt_consolidation
APP000396,2026-03-31,50167.0,811.0,182.0,147.0,0.0,0.0,40000.0,48.0,Yes,permanent,Mr,35-44,Kestrel Systems,BS7,63.0,0.0,vehicle
APP000397,2026-03-31,27456.0,724.0,479.0,52.0,0.0,0.0,13046.0,36.0,Yes,permanent,Mr,25-34,Solent Marine,L17,139.0,3.0,home_improvement
APP000398,2026-03-31,53130.0,769.0,114.0,179.0,0.0,0.0,2498.0,36.0,No,permanent,Ms,35-44,Northgate Retail,B15,118.0,0.0,debt_consolidation
APP000399,2026-03-31,23846.0,582.0,677.0,47.0,0.0,0.0,9018.0,60.0,Yes,permanent,Mr,25-34,Calder Logistics,CF24,141.0,3.0,debt_consolidation
APP000400,2026-03-31,27547.0,720.0,444.0,128.0,0.0,0.0,13250.0,36.0,Yes,self_employed,Dr,35-44,Northgate Retail,G12,39.0,2.0,debt_consolidation
APP000401,2026-03-31,45731.0,693.0,282.0,132.0,0.0,0.0,13117.0,36.0,Yes,permanent,Mr,35-44,Harrow Estates,M14,180.0,0.0,home_improvement
APP000402,2026-03-31,9000.0,470.0,696.0,53.0,1.0,21.0,15409.0,24.0,Yes,permanent,Dr,25-34,Kestrel Systems,M14,91.0,0.0,home_improvement
APP000403,2026-03-31,51999.0,835.0,253.0,157.0,0.0,0.0,8148.0,60.0,Yes,contract,Mr,45-54,Calder Logistics,M14,16.0,0.0,home_improvement
APP000404,2026-03-31,24141.0,651.0,522.0,84.0,1.0,8.0,20062.0,36.0,Yes,permanent,Mr,55-64,Meridian Health,CF24,124.0,0.0,debt_consolidation
APP000405,2026-03-31,52901.0,779.0,312.0,170.0,0.0,0.0,12372.0,60.0,No,contract,Ms,45-54,Ashby Group,CF24,17.0,1.0,vehicle
APP000406,2026-03-31,18501.0,502.0,743.0,56.0,0.0,0.0,5795.0,36.0,Yes,permanent,Ms,45-54,Harrow Estates,CF24,118.0,0.0,other
APP000407,2026-03-31,22800.0,625.0,503.0,57.0,1.0,15.0,9883.0,36.0,Yes,permanent,Dr,55-64,Harrow Estates,NE2,130.0,0.0,debt_consolidation
APP000408,2026-03-31,17642.0,573.0,537.0,63.0,0.0,0.0,13115.0,48.0,Yes,contract,Ms,55-64,Calder Logistics,NE2,39.0,0.0,home_improvement
APP000409,2026-03-31,43390.0,723.0,435.0,189.0,0.0,0.0,22365.0,60.0,Yes,permanent,Mx,25-34,Northgate Retail,M14,23.0,1.0,home_improvement
APP000410,2026-03-31,24374.0,638.0,516.0,45.0,0.0,0.0,19634.0,48.0,Yes,permanent,Mx,55-64,Northgate Retail,BS7,27.0,0.0,vehicle
APP000411,2026-03-31,24374.0,584.0,89.0,70.0,0.0,0.0,13465.0,48.0,Yes,permanent,Dr,25-34,Calder Logistics,BS7,119.0,2.0,home_improvement
APP000412,2026-03-31,42871.0,713.0,567.0,57.0,0.0,0.0,16148.0,60.0,Yes,permanent,Mr,25-34,Solent Marine,L17,135.0,1.0,home_improvement
APP000413,2026-03-31,32702.0,511.0,705.0,6.0,3.0,10.0,17614.0,48.0,No,permanent,Ms,45-54,Northgate Retail,CF24,166.0,1.0,debt_consolidation
APP000414,2026-03-31,28055.0,693.0,96.0,146.0,0.0,0.0,31290.0,60.0,No,permanent,Mr,25-34,Ashby Group,NE2,61.0,0.0,other
APP000415,2026-03-31,40052.0,766.0,232.0,112.0,0.0,0.0,11368.0,60.0,Yes,permanent,Ms,65+,Calder Logistics,G12,20.0,1.0,other
APP000416,2026-03-31,46061.0,678.0,256.0,87.0,0.0,0.0,19503.0,48.0,Yes,self_employed,Mr,55-64,Solent Marine,NE2,114.0,2.0,debt_consolidation
APP000417,2026-03-31,27331.0,557.0,814.0,103.0,0.0,0.0,21448.0,60.0,Yes,self_employed,Mr,18-24,Solent Marine,L17,151.0,2.0,other
APP000418,2026-03-31,39503.0,815.0,330.0,185.0,0.0,0.0,8852.0,60.0,No,contract,Mrs,45-54,Ashby Group,M14,131.0,0.0,vehicle
APP000419,2026-03-31,27585.0,645.0,160.0,51.0,1.0,4.0,17419.0,60.0,Yes,permanent,Mr,55-64,Meridian Health,BS7,90.0,2.0,vehicle
APP000420,2026-03-31,48320.0,802.0,256.0,182.0,0.0,0.0,17226.0,48.0,No,permanent,Mr,35-44,Meridian Health,BS7,51.0,0.0,home_improvement
APP000421,2026-03-31,27555.0,689.0,324.0,97.0,2.0,19.0,12476.0,60.0,Yes,self_employed,Mr,35-44,Meridian Health,NE2,132.0,0.0,other
APP000422,2026-03-31,18255.0,681.0,788.0,60.0,1.0,11.0,20257.0,36.0,Yes,self_employed,Mr,35-44,Solent Marine,B15,155.0,3.0,debt_consolidation
APP000423,2026-03-31,57065.0,773.0,33.0,164.0,0.0,0.0,23714.0,60.0,Yes,self_employed,Mrs,35-44,Kestrel Systems,G12,42.0,1.0,debt_consolidation
APP000424,2026-03-31,26293.0,723.0,65.0,77.0,2.0,24.0,24477.0,48.0,Yes,permanent,Ms,35-44,Northgate Retail,CF24,129.0,1.0,home_improvement
APP000425,2026-03-31,49000.0,761.0,189.0,198.0,0.0,0.0,14561.0,24.0,Yes,permanent,Ms,45-54,Kestrel Systems,NE2,140.0,1.0,vehicle
APP000426,2026-03-31,9000.0,608.0,641.0,46.0,0.0,0.0,17424.0,60.0,Yes,permanent,Ms,65+,Fenwick & Co,G12,179.0,3.0,vehicle
APP000427,2026-03-31,37663.0,706.0,202.0,120.0,0.0,0.0,33630.0,36.0,Yes,contract,Dr,25-34,Ashby Group,G12,69.0,2.0,vehicle
APP000428,2026-03-31,31920.0,723.0,0.0,147.0,0.0,0.0,7723.0,60.0,Yes,self_employed,Ms,25-34,Solent Marine,NE2,73.0,0.0,other
APP000429,2026-03-31,27771.0,761.0,440.0,105.0,0.0,0.0,17664.0,48.0,Yes,permanent,Ms,18-24,Northgate Retail,M14,11.0,3.0,vehicle
APP000430,2026-03-31,36084.0,694.0,614.0,92.0,0.0,0.0,22675.0,60.0,Yes,permanent,Mrs,18-24,Meridian Health,M14,31.0,2.0,home_improvement
APP000431,2026-03-31,31488.0,686.0,113.0,88.0,1.0,8.0,17126.0,48.0,Yes,contract,Dr,25-34,Northgate Retail,M14,135.0,0.0,home_improvement
APP000432,2026-03-31,55432.0,886.0,344.0,203.0,0.0,0.0,20920.0,24.0,Yes,permanent,Mx,55-64,Fenwick & Co,M14,51.0,0.0,debt_consolidation
APP000433,2026-03-31,31421.0,696.0,300.0,93.0,1.0,3.0,17295.0,48.0,Yes,permanent,Mx,25-34,Meridian Health,BS7,164.0,3.0,vehicle
APP000434,2026-03-31,29402.0,647.0,709.0,75.0,0.0,0.0,21652.0,60.0,Yes,permanent,Mr,35-44,Solent Marine,M14,59.0,3.0,vehicle
APP000435,2026-03-31,16134.0,592.0,751.0,6.0,1.0,6.0,25619.0,60.0,Yes,permanent,Dr,25-34,Northgate Retail,LS6,144.0,0.0,debt_consolidation
APP000436,2026-03-31,49907.0,742.0,154.0,140.0,0.0,0.0,14339.0,24.0,No,permanent,Mrs,65+,Solent Marine,NE2,67.0,3.0,debt_consolidation
APP000437,2026-03-31,43162.0,785.0,415.0,79.0,0.0,0.0,17481.0,24.0,Yes,permanent,Mr,25-34,Calder Logistics,CF24,137.0,1.0,debt_consolidation
APP000438,2026-03-31,21627.0,732.0,454.0,81.0,0.0,0.0,15586.0,48.0,No,permanent,Mrs,35-44,Kestrel Systems,L17,81.0,2.0,vehicle
APP000439,2026-03-31,38117.0,657.0,297.0,86.0,0.0,0.0,12973.0,48.0,Yes,self_employed,Dr,35-44,Calder Logistics,L17,40.0,1.0,home_improvement
APP000440,2026-03-31,52232.0,766.0,279.0,89.0,0.0,0.0,15853.0,60.0,Yes,contract,Mrs,25-34,Ashby Group,LS6,39.0,0.0,debt_consolidation
APP000441,2026-03-31,23909.0,688.0,309.0,79.0,0.0,0.0,7513.0,36.0,Yes,permanent,Mrs,18-24,Ashby Group,G12,54.0,0.0,other
APP000442,2026-03-31,34674.0,739.0,10.0,130.0,0.0,0.0,21584.0,60.0,Yes,self_employed,Mrs,35-44,Meridian Health,BS7,24.0,2.0,debt_consolidation
APP000443,2026-03-31,47396.0,751.0,464.0,155.0,0.0,0.0,28768.0,36.0,Yes,permanent,Mx,25-34,Northgate Retail,L17,156.0,1.0,debt_consolidation
APP000444,2026-03-31,23089.0,646.0,471.0,19.0,0.0,0.0,28784.0,24.0,Yes,permanent,Mrs,18-24,Meridian Health,NE2,166.0,2.0,debt_consolidation
APP000445,2026-03-31,47119.0,706.0,95.0,188.0,0.0,0.0,25569.0,48.0,Yes,self_employed,Mr,55-64,Northgate Retail,B15,144.0,1.0,other
APP000446,2026-03-31,45766.0,720.0,307.0,89.0,0.0,0.0,8769.0,48.0,Yes,self_employed,Mr,25-34,Fenwick & Co,M14,4.0,2.0,debt_consolidation
APP000447,2026-03-31,23685.0,664.0,162.0,41.0,1.0,20.0,27398.0,48.0,Yes,contract,Mr,18-24,Kestrel Systems,NE2,159.0,2.0,home_improvement
APP000448,2026-03-31,13547.0,670.0,190.0,46.0,1.0,7.0,10634.0,36.0,Yes,permanent,Ms,35-44,Harrow Estates,NE2,144.0,2.0,vehicle
APP000449,2026-03-31,24029.0,694.0,310.0,78.0,0.0,0.0,15602.0,36.0,Yes,permanent,Mr,35-44,Ashby Group,NE2,152.0,3.0,debt_consolidation
APP000450,2026-03-31,9000.0,570.0,447.0,78.0,2.0,11.0,29846.0,60.0,Yes,permanent,Ms,45-54,Harrow Estates,LS6,115.0,0.0,vehicle
APP000451,2026-03-31,37729.0,763.0,270.0,145.0,0.0,0.0,7961.0,48.0,No,permanent,Dr,35-44,Fenwick & Co,BS7,40.0,0.0,debt_consolidation
APP000452,2026-03-31,36202.0,673.0,537.0,84.0,1.0,13.0,22310.0,60.0,Yes,self_employed,Dr,25-34,Solent Marine,G12,56.0,2.0,vehicle
APP000453,2026-03-31,26405.0,595.0,454.0,12.0,1.0,15.0,18110.0,48.0,No,permanent,Mr,45-54,Harrow Estates,LS6,72.0,0.0,home_improvement
APP000454,2026-03-31,19904.0,624.0,449.0,58.0,0.0,0.0,14859.0,60.0,Yes,permanent,Mrs,35-44,Calder Logistics,CF24,36.0,0.0,vehicle
APP000455,2026-03-31,23817.0,631.0,464.0,51.0,0.0,0.0,9430.0,48.0,Yes,permanent,Mr,55-64,Northgate Retail,M14,8.0,1.0,home_improvement
APP000456,2026-03-31,50095.0,753.0,108.0,105.0,0.0,0.0,19169.0,36.0,Yes,contract,Mx,25-34,Harrow Estates,NE2,172.0,1.0,home_improvement
APP000457,2026-03-31,31166.0,641.0,412.0,25.0,1.0,7.0,12522.0,36.0,Yes,permanent,Mr,25-34,Fenwick & Co,LS6,72.0,0.0,home_improvement
APP000458,2026-03-31,38028.0,741.0,128.0,113.0,0.0,0.0,23839.0,48.0,Yes,permanent,Mr,25-34,Harrow Estates,BS7,111.0,1.0,home_improvement
APP000459,2026-03-31,36181.0,726.0,529.0,97.0,2.0,7.0,25182.0,48.0,Yes,permanent,Mr,25-34,Kestrel Systems,LS6,22.0,0.0,vehicle
APP000460,2026-03-31,54679.0,781.0,324.0,106.0,0.0,0.0,5655.0,36.0,Yes,self_employed,Mr,25-34,Harrow Estates,LS6,155.0,0.0,debt_consolidation
APP000461,2026-03-31,46817.0,804.0,262.0,124.0,0.0,0.0,12211.0,24.0,Yes,permanent,Mrs,35-44,Solent Marine,BS7,136.0,0.0,vehicle
APP000462,2026-03-31,29948.0,669.0,192.0,50.0,0.0,0.0,13607.0,60.0,Yes,permanent,Mr,35-44,Ashby Group,LS6,10.0,0.0,vehicle
APP000463,2026-03-31,31412.0,635.0,396.0,34.0,0.0,0.0,7137.0,36.0,Yes,permanent,Mrs,65+,Harrow Estates,L17,39.0,1.0,debt_consolidation
APP000464,2026-03-31,42196.0,781.0,153.0,91.0,0.0,0.0,7616.0,60.0,No,permanent,Dr,25-34,Calder Logistics,G12,135.0,3.0,home_improvement
APP000465,2026-03-31,17834.0,635.0,619.0,83.0,1.0,2.0,16665.0,48.0,Yes,permanent,Ms,55-64,Calder Logistics,L17,13.0,2.0,vehicle
APP000466,2026-03-31,30801.0,785.0,243.0,141.0,0.0,0.0,14440.0,24.0,No,permanent,Ms,25-34,Northgate Retail,M14,7.0,0.0,home_improvement
APP000467,2026-03-31,22357.0,622.0,406.0,34.0,0.0,0.0,3611.0,60.0,Yes,permanent,Dr,35-44,Calder Logistics,M14,24.0,0.0,debt_consolidation
APP000468,2026-03-31,15559.0,672.0,650.0,84.0,1.0,8.0,11964.0,48.0,Yes,permanent,Mr,65+,Ashby Group,M14,28.0,1.0,debt_consolidation
APP000469,2026-03-31,37582.0,774.0,361.0,100.0,0.0,0.0,19892.0,60.0,Yes,contract,Mx,45-54,Meridian Health,BS7,140.0,0.0,debt_consolidation
APP000470,2026-03-31,29654.0,711.0,297.0,123.0,0.0,0.0,6953.0,60.0,Yes,permanent,Mrs,55-64,Harrow Estates,B15,141.0,1.0,other
APP000471,2026-03-31,67919.0,813.0,343.0,165.0,0.0,0.0,9073.0,36.0,Yes,permanent,Mr,35-44,Calder Logistics,NE2,104.0,3.0,home_improvement
APP000472,2026-03-31,32213.0,755.0,218.0,96.0,0.0,0.0,27908.0,36.0,Yes,self_employed,Mr,25-34,Northgate Retail,G12,57.0,0.0,debt_consolidation
APP000473,2026-03-31,21172.0,632.0,477.0,72.0,0.0,0.0,25879.0,48.0,Yes,permanent,Mrs,45-54,Solent Marine,L17,142.0,0.0,debt_consolidation
APP000474,2026-03-31,27883.0,690.0,397.0,55.0,1.0,20.0,3842.0,24.0,Yes,permanent,Mr,45-54,Northgate Retail,BS7,115.0,0.0,debt_consolidation
APP000475,2026-03-31,31974.0,723.0,275.0,50.0,0.0,0.0,5868.0,36.0,Yes,permanent,Mx,18-24,Fenwick & Co,B15,14.0,0.0,home_improvement
